symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
XLO,Xilio Therapeutics Inc. Common Stock,$2.75,-0.13,-4.514%,2719,75733955.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xlo
XMTR,Xometry Inc. Class A Common Stock,$17.67,0.13,0.741%,242210,800315736.00,United States,2021,Industrial Machinery/Components,Technology,/market-activity/stocks/xmtr
XNCR,Xencor Inc. Common Stock,$22.60,0.01,0.044%,174235,1369859134.00,United States,2013,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xncr
XNET,Xunlei Limited American Depositary Shares,$1.70,0.0098,0.58%,28319,110516230.00,China,2014,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/xnet
XOM,Exxon Mobil Corporation Common Stock,$108.25,1.90,1.787%,13578889,433345619193.00,United States,,Oil & Gas Production,Energy,/market-activity/stocks/xom
XOMA,XOMA Corporation Common Stock,$15.02,0.12,0.805%,7090,172321576.00,United States,1986,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xoma
XOMAO,XOMA Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,$23.87,-0.001,-0.004%,2733,273855927.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xomao
XOMAP,XOMA Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,$24.04,0.00,0.00%,15,275806304.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xomap
XOS,Xos Inc. Common Stock,$0.278,-0.004,-1.418%,271173,48933218.00,United States,2020,Construction/Ag Equipment/Trucks,Consumer Discretionary,/market-activity/stocks/xos
XOSWW,Xos Inc. Warrants,$0.04,0.005,14.286%,5828,7040751.00,United States,2020,Construction/Ag Equipment/Trucks,Consumer Discretionary,/market-activity/stocks/xosww
XP,XP Inc. Class A Common Stock,$25.72,-0.53,-2.019%,4336894,14416540964.00,Brazil,2019,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/xp
XPDB,Power & Digital Infrastructure Acquisition II Corp. Class A Common Stock,$10.55,0.00,0.00%,121,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/xpdb
XPDBU,Power & Digital Infrastructure Acquisition II Corp. Unit,$10.50,0.00,0.00%,2,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/xpdbu
XPDBW,Power & Digital Infrastructure Acquisition II Corp. Warrant,$0.05,0.00,0.00%,11703,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/xpdbw
XPEL,XPEL Inc. Common Stock,$83.54,0.15,0.18%,86592,2307620742.00,United States,,Industrial Specialties,Industrials,/market-activity/stocks/xpel
XPER,Xperi Inc. Common Stock ,$11.74,-0.05,-0.424%,69280,508307661.00,United States,2022,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/xper
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares,$17.53,1.33,8.21%,19404926,7566796452.00,China,2020,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/xpev
XPL,Solitario Resources Corp. Common Stock,$0.602,-0.0031,-0.512%,3584,41849860.00,United States,,Precious Metals,Basic Materials,/market-activity/stocks/xpl
XPO,XPO Inc. Common Stock,$69.02,-0.32,-0.461%,912405,8004054073.00,United States,,Transportation Services,Consumer Discretionary,/market-activity/stocks/xpo
XPOF,Xponential Fitness Inc. Class A Common Stock,$20.56,0.45,2.238%,884615,1027299233.00,United States,2021,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/xpof
XPON,Expion360 Inc. Common Stock,$5.10,0.13,2.616%,17078,35244657.00,United States,2022,Electronic Components,Technology,/market-activity/stocks/xpon
XPRO,Expro Group Holdings N.V. Common Stock,$22.90,-0.01,-0.044%,639722,2490355443.00,United States,2013,Oilfield Services/Equipment,Energy,/market-activity/stocks/xpro
XRAY,DENTSPLY SIRONA Inc. Common Stock,$37.53,0.29,0.779%,809284,7945701705.00,United States,1987,Medical/Dental Instruments,Health Care,/market-activity/stocks/xray
XRTX,XORTX Therapeutics Inc. Common Stock,$0.6501,0.1076,19.834%,100868,11695097.00,Canada,,Pharmaceuticals and Biotechnology,Health Care,/market-activity/stocks/xrtx
XRX,Xerox Holdings Corporation Common Stock,$15.54,0.06,0.388%,1016348,2420836740.00,United States,,Computer peripheral equipment,Technology,/market-activity/stocks/xrx
XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,$0.78,-0.09,-10.345%,201,4250268.00,Israel,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xtlb
XTNT,Xtant Medical Holdings Inc. Common Stock,$1.17,-0.01,-0.847%,72088,150809546.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/xtnt
XWEL,XWELL Inc. Common Stock,$0.205,0.00,0.00%,128386,17114971.00,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/xwel
XXII,22nd Century Group Inc. Common Stock,$1.91,0.03,1.596%,363933,40260233.00,United States,,,,/market-activity/stocks/xxii
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,$4.07,0.24,6.266%,7623,195304762.00,,2018,Finance: Consumer Services,Finance,/market-activity/stocks/xyf
XYL,Xylem Inc. Common Stock New,$101.17,1.52,1.525%,973781,24364622178.00,United States,2011,Fluid Controls,Industrials,/market-activity/stocks/xyl
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,$4.97,-0.17,-3.307%,164107,776505762.00,United Arab Emirates,2020,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/yala
YCBD,cbdMD Inc. Common Stock,$1.06,-0.01,-0.935%,19113,3026544.00,United States,2017,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/ycbd
YCBD^A,cbdMD Inc. 8.0% Series A Cumulative Convertible Preferred Stock,$1.25,-0.04,-3.101%,69477,,United States,,,,/market-activity/stocks/ycbd^a
YELP,Yelp Inc. Common Stock,$42.33,0.03,0.071%,513218,2908645672.00,United States,2012,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/yelp
YETI,YETI Holdings Inc. Common Stock,$46.65,0.62,1.347%,986928,4042181775.00,United States,2018,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/yeti
YEXT,Yext Inc. Common Stock,$8.31,-0.21,-2.465%,1639357,1030682295.00,United States,2017,EDP Services,Technology,/market-activity/stocks/yext
YGF,YanGuFang International Group Co. Ltd. Ordinary Shares,$3.36,-0.07,-2.041%,56999,107520000.00,China,2023,Packaged Foods,Consumer Staples,/market-activity/stocks/ygf
YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,$0.535,-0.01,-1.835%,37373,12283600.00,China,2020,Transportation Services,Consumer Discretionary,/market-activity/stocks/ygmz
YI,111 Inc. American Depositary Shares,$2.75,-0.04,-1.434%,63613,229672608.00,China,2018,Retail-Drug Stores and Proprietary Stores,Consumer Staples,/market-activity/stocks/yi
YJ,Yunji Inc. American Depository Shares,$0.662,-0.148,-18.272%,109032,13361791.00,China,2019,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/yj
YMAB,Y-mAbs Therapeutics Inc. Common Stock,$5.56,-0.15,-2.627%,130769,242528268.00,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ymab
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),$6.66,-0.17,-2.489%,3692266,7129000730.00,China,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ymm
YORW,York Water Company (The) Common Stock,$41.43,0.10,0.242%,21935,592877759.00,United States,,Water Supply,Utilities,/market-activity/stocks/yorw
YOSH,Yoshiharu Global Co. Class A Common Stock,$0.4127,-0.0173,-4.023%,24960,5340338.00,United States,2022,Restaurants,Consumer Discretionary,/market-activity/stocks/yosh
YOTA,Yotta Acquisition Corporation Common Stock,$10.521,0.00,0.00%,1,0.00,United States,2022,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/yota
YOTAR,Yotta Acquisition Corporation Right,$0.08,0.00,0.00%,2439,0.00,United States,2022,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/yotar
YOU,Clear Secure Inc. Class A Common Stock,$21.59,-0.26,-1.19%,741667,3276888035.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/you
YPF,YPF Sociedad Anonima Common Stock,$14.75,0.06,0.408%,918236,5800599499.00,Argentina,1993,Integrated oil Companies,Energy,/market-activity/stocks/ypf
YQ,17 Education & Technology Group Inc. American Depositary Shares,$0.85,-0.001,-0.118%,4740,4136440.00,China,2020,Educational Services,Consumer Discretionary,/market-activity/stocks/yq
YRD,Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares,$2.50,0.05,2.041%,13184,223222210.00,China,2015,Finance: Consumer Services,Finance,/market-activity/stocks/yrd
YS,YS Biopharma Co. Ltd. Ordinary Shares,$1.25,0.471,60.462%,44094998,116322750.00,China,,Blank Checks,Finance,/market-activity/stocks/ys
YSBPW,YS Biopharma Co. Ltd. Warrants,$0.053,-0.015,-22.059%,61189,0.00,China,,Blank Checks,Finance,/market-activity/stocks/ysbpw
YSG,Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares,$1.02,0.06,6.25%,821772,570243817.00,China,2020,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/ysg
YTEN,Yield10 Bioscience Inc. Common Stock,$0.44,0.01,2.326%,51588,2690161.00,United States,2006,,,/market-activity/stocks/yten
YTRA,Yatra Online Inc. Ordinary Shares,$2.45,0.07,2.941%,51940,151392987.00,India,,Transportation Services,Consumer Discretionary,/market-activity/stocks/ytra
YUM,Yum! Brands Inc.,$129.74,0.20,0.154%,1097348,36354611597.00,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/yum
YUMC,Yum China Holdings Inc. Common Stock,$53.05,-0.50,-0.934%,977732,22166040279.00,United States,2016,Restaurants,Consumer Discretionary,/market-activity/stocks/yumc
YY,JOYY Inc. American Depositary Shares,$32.33,-0.21,-0.645%,230125,2251277857.00,China,2012,EDP Services,Technology,/market-activity/stocks/yy
Z,Zillow Group Inc. Class C Capital Stock,$49.97,-0.19,-0.379%,1895186,11634318518.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/z
ZAPP,Zapp Electric Vehicles Group Limited Ordinary Shares,$1.50,0.06,4.167%,166754,83197920.00,Thailand,,Motor Vehicles,Consumer Discretionary,/market-activity/stocks/zapp
ZAPPW,Zapp Electric Vehicles Group Limited Warrant,$0.0376,-0.0049,-11.529%,7100,0.00,Thailand,,Blank Checks,Finance,/market-activity/stocks/zappw
ZBH,Zimmer Biomet Holdings Inc. Common Stock,$115.24,0.92,0.805%,1456737,24081026802.00,United States,,Industrial Specialties,Health Care,/market-activity/stocks/zbh
ZBRA,Zebra Technologies Corporation Class A Common Stock,$268.39,2.47,0.929%,337262,13778703514.00,United States,1991,Industrial Machinery/Components,Industrials,/market-activity/stocks/zbra
ZCMD,Zhongchao Inc. Class A Ordinary Shares,$1.13,0.00,0.00%,1167,23176300.00,China,2020,Educational Services,Consumer Discretionary,/market-activity/stocks/zcmd
ZD,Ziff Davis Inc. Common Stock,$66.29,-0.12,-0.181%,201674,3081345939.00,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/zd
ZDGE,Zedge Inc. Class B Common Stock ,$1.88,-0.15,-7.389%,35882,27143684.00,,2016,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/zdge
ZENV,Zenvia Inc. Class A Common Stock,$0.872,0.032,3.81%,16802,15765760.00,Brazil,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/zenv
ZEPP,Zepp Health Corporation American Depositary Shares,$1.13,-0.02,-1.739%,48333,69308179.00,China,2018,Computer Manufacturing,Technology,/market-activity/stocks/zepp
ZETA,Zeta Global Holdings Corp. Class A Common Stock,$7.74,0.10,1.309%,660254,1657653153.00,,2021,EDP Services,Technology,/market-activity/stocks/zeta
ZEUS,Olympic Steel Inc. Common Stock,$49.25,-0.49,-0.985%,52420,548277694.00,United States,1994,Metal Fabrications,Industrials,/market-activity/stocks/zeus
ZEV,Lightning eMotors Inc Common Stock,$1.94,-0.18,-8.491%,93633,10965218.00,,2020,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/zev
ZFOX,ZeroFox Holdings Inc. Common Stock,$1.02,-0.01,-0.971%,68039,120951273.00,United States,,EDP Services,Technology,/market-activity/stocks/zfox
ZG,Zillow Group Inc. Class A Common Stock,$48.66,-0.17,-0.348%,337483,11329316372.00,United States,2011,Business Services,Consumer Discretionary,/market-activity/stocks/zg
ZGN,Ermenegildo Zegna N.V. Ordinary Shares,$14.85,0.21,1.434%,210732,3691116000.00,,2021,Apparel,Consumer Discretionary,/market-activity/stocks/zgn
ZH,Zhihu Inc. American Depositary Shares (every two of each representing one Class A ordinary share),$0.95,-0.0499,-4.99%,5081088,601085007.00,China,2021,Business Services,Consumer Discretionary,/market-activity/stocks/zh
ZI,ZoomInfo Technologies Inc Common Stock,$17.91,-0.07,-0.389%,5476020,7190318584.00,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/zi
ZIM,ZIM Integrated Shipping Services Ltd. Ordinary Shares,$11.86,-0.32,-2.627%,2386277,1425334800.00,,2021,Marine Transportation,Consumer Discretionary,/market-activity/stocks/zim
ZIMV,ZimVie Inc. Common Stock,$11.45,0.09,0.792%,103642,303764401.00,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/zimv
ZION,Zions Bancorporation N.A. Common Stock,$34.13,-0.34,-0.986%,1423461,5056193389.00,United States,,Major Banks,Finance,/market-activity/stocks/zion
ZIONL,Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,$25.19,0.00,0.00%,4565,3730656633.00,United States,,Major Banks,Finance,/market-activity/stocks/zionl
ZIONO,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G,$25.43,-0.0547,-0.215%,8167,3767330732.00,United States,,Major Banks,Finance,/market-activity/stocks/ziono
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),$20.65,0.82,4.135%,2427,3059196996.00,United States,,Major Banks,Finance,/market-activity/stocks/zionp
ZIP,ZipRecruiter Inc. Class A Common Stock,$16.39,0.24,1.486%,362793,1653810447.00,United States,2021,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/zip
ZIVO,Zivo Bioscience Inc. Common Stock,$1.758,-0.117,-6.24%,19080,18370502.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/zivo
ZIVOW,Zivo Bioscience Inc. Warrants,$0.4482,0.00,0.00%,100,4683538.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/zivow
ZJYL,JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares,$10.79,-0.10,-0.918%,309537,85241000.00,,2023,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/zjyl
ZKIN,ZK International Group Co. Ltd Ordinary Share,$0.52,0.0151,2.991%,35146,15802800.00,China,2017,Metal Fabrications,Industrials,/market-activity/stocks/zkin
ZLAB,Zai Lab Limited American Depositary Shares,$24.04,-0.16,-0.661%,142018,1802762773.00,China,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/zlab
ZLS,Zalatoris II Acquisition Corp Class A Ordinary Shares,$10.465,0.035,0.336%,127,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/zls
ZLSWU,Zalatoris II Acquisition Corp Unit,$10.45,0.00,0.00%,1,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/zlswu
ZLSWW,Zalatoris II Acquisition Corp Warrant,$0.06,-0.01,-14.286%,34513,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/zlsww
ZM,Zoom Video Communications Inc. Class A Common Stock,$67.70,0.75,1.12%,2453563,20374785786.00,United States,2019,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/zm
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,$25.59,0.37,1.467%,408618,1806894725.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/zntl
ZOM,Zomedica Corp. Common Shares,$0.1838,-0.0062,-3.263%,3652733,180114749.00,United States,2017,Pharmaceuticals and Biotechnology,Health Care,/market-activity/stocks/zom
ZS,Zscaler Inc. Common Stock,$142.76,3.02,2.161%,1036763,20827423144.00,United States,2018,EDP Services,Technology,/market-activity/stocks/zs
ZTEK,Zentek Ltd. Common Stock,$1.41,0.01,0.714%,19877,140342915.00,Canada,,Major Chemicals,Industrials,/market-activity/stocks/ztek
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,$24.39,0.03,0.123%,2458908,19884478812.00,China,2016,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/zto
ZTR,Virtus Total Return Fund Inc.,$5.68,0.01,0.176%,193839,0.00,United States,1988,Investment Managers,Finance,/market-activity/stocks/ztr
ZTS,Zoetis Inc. Class A Common Stock,$182.82,1.26,0.694%,879723,84483341435.00,United States,2013,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/zts
